Inserted List,ORF Name,Gene Name
YLR346C,YLR346C,CIS1
YLR347C,YLR347C,KAP95
YLR348C,YLR348C,DIC1
YLR349W,YLR349W,YLR349W
YLR350W,YLR350W,ORM2
YLR351C,YLR351C,NIT3
YLR352W,YLR352W,YLR352W
YLR353W,YLR353W,BUD8
YLR354C,YLR354C,TAL1
YLR355C,YLR355C,ILV5
YLR356W,YLR356W,ATG33
YLR357W,YLR357W,RSC2
YLR358C,YLR358C,YLR358C
YLR359W,YLR359W,ADE13
YLR360W,YLR360W,VPS38
YLR361C,YLR361C,DCR2
YLR362W,YLR362W,STE11
YLR363C,YLR363C,NMD4
YLR364W,YLR364W,GRX8
YLR365W,YLR365W,YLR365W
YLR366W,YLR366W,YLR366W
YLR367W,YLR367W,RPS22b
YLR368W,YLR368W,MDM30
YLR369W,YLR369W,SSQ1
YLR370C,YLR370C,ARC18
YLR371W,YLR371W,ROM2
YLR372W,YLR372W,ELO3
YLR373C,YLR373C,VID22
YLR374C,YLR374C,YLR374C
YLR375W,YLR375W,STP3
YLR376C,YLR376C,PSY3
YLR377C,YLR377C,FBP1
YLR378C,YLR378C,SEC61
YLR379W,YLR379W,YLR379W
YLR380W,YLR380W,CSR1
YLR381W,YLR381W,CTF3
YLR382C,YLR382C,NAM2
YLR383W,YLR383W,SMC6
YLR384C,YLR384C,IKI3
YLR385C,YLR385C,SWC7
YLR386W,YLR386W,VAC14
YLR387C,YLR387C,REH1
YLR388W,YLR388W,RPS29a
YLR389C,YLR389C,STE23
YLR390W,YLR390W,ECM19
YLR392C,YLR392C,ART10
YLR393W,YLR393W,ATP10
YLR394W,YLR394W,CST9
YLR395C,YLR395C,COX8
YLR396C,YLR396C,VPS33
YLR397C,YLR397C,AFG2
YLR398C,YLR398C,SKI2
YLR399C,YLR399C,BDF1
YLR400W,YLR400W,YLR400W
YLR401C,YLR401C,DUS3
YLR402W,YLR402W,YLR402W
YLR403W,YLR403W,SFP1
YLR404W,YLR404W,SEI1
YLR405W,YLR405W,DUS4
YLR406C,YLR406C,RPL31b
YLR407W,YLR407W,YLR407W
YLR408C,YLR408C,BLS1
YLR409C,YLR409C,UTP21
YLR410W,YLR410W,VIP1
YLR411W,YLR411W,CTR3
YLR412W,YLR412W,BER1
YLR413W,YLR413W,INA1
YLR414C,YLR414C,PUN1
YLR415C,YLR415C,YLR415C
YLR416C,YLR416C,YLR416C
YLR417W,YLR417W,VPS36
YLR418C,YLR418C,CDC73
YLR419W,YLR419W,YLR419W
YLR420W,YLR420W,URA4
YLR421C,YLR421C,RPN13
YLR422W,YLR422W,DCK1
YLR423C,YLR423C,ATG17
YLR424W,YLR424W,SPP382
YLR425W,YLR425W,TUS1
YLR426W,YLR426W,TDA5
YLR427W,YLR427W,MAG2
YLR428C,YLR428C,YLR428C
YLR429W,YLR429W,CRN1
YLR430W,YLR430W,SEN1
YLR431C,YLR431C,ATG23
YLR432W,YLR432W,IMD3
YLR433C,YLR433C,CNA1
YLR434C,Unknown,Unknown
YLR435W,YLR435W,TSR2
YLR436C,YLR436C,ECM30
YLR437C,YLR437C,DIF1
YLR438W,YLR438W,CAR2
YLR439W,YLR439W,MRPL4
YLR440C,YLR440C,SEC39
YLR441C,YLR441C,RPS1a
YLR442C,YLR442C,SIR3
YLR443W,YLR443W,ECM7
YLR444C,YLR444C,YLR444C
YLR445W,YLR445W,GMC2
YLR446W,YLR446W,YLR446W
YLR447C,YLR447C,VMA6
YLR448W,YLR448W,RPL6b
YLR449W,YLR449W,FPR4
YLR450W,YLR450W,HMG2
YLR451W,YLR451W,LEU3
YLR452C,YLR452C,SST2
YLR453C,YLR453C,RIF2
YLR454W,YLR454W,FMP27
YLR455W,YLR455W,PDP3
YLR456W,YLR456W,YLR456W
YLR457C,YLR457C,NBP1
YLR458W,YLR458W,YLR458W
YLR459W,YLR459W,GAB1
YLR460C,YLR460C,YLR460C
YLR461W,YLR461W,PAU4
YLR462W,YLR462W,YLR462W
YLR463C,YLR463C,YLR463C
YLR464W,YLR464W,YLR464W
YLR465C,YLR465C,YLR465C
YLR466W,YLR466W,YRF1-4
YLR467W,YLR467W,YRF1-5
YML001W,YML001W,YPT7
YML002W,YML002W,YML002W
YML003W,YML003W,YML003W
YML004C,YML004C,GLO1
YML005W,YML005W,TRM12
YML006C,YML006C,GIS4
YML007W,YML007W,YAP1
YML008C,YML008C,ERG6
YML009C,YML009C,MRPL39
YML010C-B,Unknown,Unknown
YML010W,YML010W,SPT5
YML011C,YML011C,RAD33
YML012W,YML012W,ERV25
YML013C-A,Unknown,Unknown
YML013W,YML013W,UBX2
YML014W,YML014W,TRM9
YML015C,YML015C,TAF11
YML016C,YML016C,PPZ1
YML017W,YML017W,PSP2
YML018C,YML018C,YML018C
YML019W,YML019W,OST6
YML020W,YML020W,YML020W
YML021C,YML021C,UNG1
YML022W,YML022W,APT1
YML023C,YML023C,NSE5
YML024W,YML024W,RPS17a
YML025C,YML025C,YML6
YML026C,YML026C,RPS18b
YML027W,YML027W,YOX1
YML028W,YML028W,TSA1
YML029W,YML029W,USA1
YML030W,YML030W,RCF1
YML031W,YML031W,NDC1
YML032C,YML032C,RAD52
YML032C-A,Unknown,Unknown
YML033W,YML034W,YML033W
YML034W,YML034W,SRC1
YML035C,YML035C,AMD1
YML035C-A,Unknown,Unknown
YML036W,YML036W,CGI121
YML037C,YML037C,YML037C
YML038C,YML038C,YMD8
YML039W,YML039W,YML039W
YML040W,YML040W,YML040W
YML041C,YML041C,VPS71
YML042W,YML042W,CAT2
YML043C,YML043C,RRN11
YML045W,YML045W,YML045W
YML046W,YML046W,PRP39
YML047C,YML047C,PRM6
YML048W,YML048W,GSF2
YML048W-A,Unknown,Unknown
YML049C,YML049C,RSE1
YML050W,YML050W,AIM32
YML051W,YML051W,GAL80
YML052W,YML052W,SUR7
YML053C,YML053C,YML053C
YML054C,YML054C,CYB2
YML055W,YML055W,SPC2
YML056C,YML056C,IMD4
YML057W,YML057W,CMP2
YML058C-A,Unknown,Unknown
YML058W,YML058W,SML1
YML059C,YML059C,NTE1
YML060W,YML060W,OGG1
YML061C,YML061C,PIF1
YML062C,YML062C,MFT1
YML063W,YML063W,RPS1b
YML064C,YML064C,TEM1
YML065W,YML065W,ORC1
YML066C,YML066C,SMA2
YML067C,YML067C,ERV41
YML068W,YML068W,ITT1
YML069W,YML069W,POB3
YML070W,YML070W,DAK1
YML071C,YML071C,COG8
YML072C,YML072C,TCB3
YML073C,YML073C,RPL6a
YML074C,YML074C,FPR3
YML075C,YML075C,HMG1
YML076C,YML076C,WAR1
YML077W,YML077W,BET5
YML078W,YML078W,CPR3
YML079W,YML079W,YML079W
YML080W,YML080W,DUS1
YML081W,YML081W,TDA9
YML082W,YML082W,YML082W
YML083C,YML083C,YML083C
YML084W,YML084W,YML084W
YML085C,YML085C,TUB1
YML086C,YML086C,ALO1
YML087C,YML087C,AIM33
YML088W,YML088W,UFO1
YML089C,YML089C,YML089C
YML090W,YML090W,YML090W
YML091C,YML091C,RPM2
YML092C,YML092C,PRE8
YML093W,YML093W,UTP14
YML094W,YML094W,GIM5
YML095C,YML095C,RAD10
YML095C-A,Unknown,Unknown
YML096W,YML096W,YML096W
YML097C,YML097C,VPS9
YML098W,YML098W,TAF13
YML099C,YML099C,ARG81
YML100W,YML100W,TSL1
YML100W-A,YML100W-A,YML100W-A
YML101C,YML101C,CUE4
YML102C-A,Unknown,Unknown
YML102W,YML102W,CAC2
YML103C,YML103C,NUP188
YML104C,YML104C,MDM1
YML105C,YML105C,SEC65
YML106W,YML106W,URA5
YML107C,YML107C,PML39
YML108W,YML108W,YML108W
YML109W,YML109W,ZDS2
YML110C,YML110C,COQ5
YML111W,YML111W,BUL2
YML112W,YML112W,CTK3
YML113W,YML113W,DAT1
YML114C,YML114C,TAF8
YML115C,YML115C,VAN1
YML116W,YML116W,ATR1
YML117W,YML117W,NAB6
YML117W-A,Unknown,Unknown
YML118W,YML118W,NGL3
YML119W,YML119W,YML119W
YML120C,YML120C,NDI1
YML121W,YML121W,GTR1
YML122C,YML122C,YML122C
YML123C,YML123C,PHO84
YML124C,YML124C,TUB3
YML125C,YML125C,PGA3
YML126C,YML126C,ERG13
YML127W,YML127W,RSC9
YML128C,YML128C,MSC1
YML129C,YML129C,COX14
YML130C,YML130C,ERO1
YML131W,YML131W,YML131W
YML132W,YML132W,COS3
YML133C,YML133C,YML133C
YMR001C,YMR001C,CDC5
YMR002W,YMR002W,MIX17
YMR003W,YMR003W,AIM34
YMR004W,YMR004W,MVP1
YMR005W,YMR005W,TAF4
YMR006C,YMR006C,PLB2
YMR007W,YMR007W,YMR007W
YMR008C,YMR008C,PLB1
YMR009W,YMR009W,ADI1
YMR010W,YMR010W,ANY1
YMR011W,YMR011W,HXT2
YMR012W,YMR012W,CLU1
YMR013C,YMR013C,SEC59
YMR014W,YMR014W,BUD22
YMR015C,YMR015C,ERG5
YMR016C,YMR016C,SOK2
YMR017W,YMR017W,SPO20
YMR018W,YMR018W,PEX9
YMR019W,YMR019W,STB4
YMR020W,YMR020W,FMS1
YMR021C,YMR021C,MAC1
YMR022W,YMR022W,UBC7
YMR023C,YMR023C,MSS1
YMR024W,YMR024W,MRPL3
YMR025W,YMR025W,CSI1
YMR026C,YMR026C,PEX12
YMR027W,YMR027W,YMR027W
YMR028W,YMR028W,TAP42
YMR029C,YMR029C,FAR8
YMR030W,YMR030W,RSF1
YMR031C,YMR031C,EIS1
YMR031W-A,YMR031W-A,YMR031W-A
YMR032W,YMR032W,HOF1
YMR033W,YMR033W,ARP9
YMR034C,YMR034C,RCH1
YMR035W,YMR035W,IMP2
YMR036C,YMR036C,MIH1
YMR037C,YMR037C,MSN2
YMR038C,YMR038C,CCS1
YMR039C,YMR039C,SUB1
YMR040W,YMR040W,YET2
YMR041C,YMR041C,ARA2
YMR042W,YMR042W,ARG80
YMR043W,YMR043W,MCM1
YMR044W,YMR044W,IOC4
YMR045C,YMR045C,YMR045C
YMR046C,YMR046C,YMR046C
YMR047C,YMR047C,NUP116
YMR048W,YMR048W,CSM3
YMR049C,YMR049C,ERB1
YMR050C,YMR050C,YMR050C
YMR051C,YMR051C,YMR051C
YMR052C-A,YMR052C-A,YMR052C-A
YMR052W,YMR052W,FAR3
YMR053C,YMR053C,STB2
YMR054W,YMR054W,STV1
YMR055C,YMR055C,BUB2
YMR056C,YMR056C,AAC1
YMR057C,YMR057C,YMR057C
YMR058W,YMR058W,FET3
YMR059W,YMR059W,SEN15
YMR060C,YMR060C,SAM37
YMR061W,YMR061W,RNA14
YMR062C,YMR062C,ARG7
YMR063W,YMR063W,RIM9
YMR064W,YMR064W,AEP1
YMR065W,YMR065W,KAR5
YMR066W,YMR066W,SOV1
YMR067C,YMR067C,UBX4
YMR068W,YMR068W,AVO2
YMR069W,YMR069W,NAT4
YMR070W,YMR070W,MOT3
YMR071C,YMR071C,TVP18
YMR072W,YMR072W,ABF2
YMR073C,YMR073C,IRC21
YMR074C,YMR074C,SDD2
YMR075C-A,YMR075C-A,YMR075C-A
YMR075W,YMR075W,RCO1
YMR076C,YMR076C,PDS5
YMR077C,YMR077C,VPS20
YMR078C,YMR078C,CTF18
YMR079W,YMR079W,SEC14
YMR080C,YMR080C,NAM7
YMR081C,YMR081C,ISF1
YMR082C,YMR082C,YMR082C
YMR083W,YMR083W,ADH3
YMR084W,YMR084W,YMR084W
YMR085W,YMR085W,YMR085W
YMR086C-A,YMR086C-A,YMR086C-A
YMR086W,YMR086W,SEG1
YMR087W,YMR087W,YMR087W
YMR088C,YMR088C,VBA1
YMR089C,YMR089C,YTA12
YMR090W,YMR090W,YMR090W
YMR091C,YMR091C,NPL6
YMR092C,YMR092C,AIP1
YMR093W,YMR093W,UTP15
YMR094W,YMR094W,CTF13
YMR095C,YMR095C,SNO1
YMR096W,YMR096W,SNZ1
YMR097C,YMR097C,MTG1
YMR098C,YMR098C,ATP25
YMR099C,YMR099C,YMR099C
YMR100W,YMR100W,MUB1
YMR101C,YMR101C,SRT1
YMR102C,YMR102C,YMR102C
YMR103C,YMR103C,YMR103C
YMR104C,YMR104C,YPK2
YMR105C,YMR105C,PGM2
YMR106C,YMR106C,YKU80
YMR107W,YMR107W,SPG4
YMR108W,YMR108W,ILV2
YMR109W,YMR109W,MYO5
YMR110C,YMR110C,HFD1
YMR111C,YMR111C,YMR111C
YMR112C,YMR112C,MED11
YMR113W,YMR113W,FOL3
YMR114C,YMR114C,YMR114C
YMR115W,YMR115W,MGR3
YMR116C,YMR116C,ASC1
YMR117C,YMR117C,SPC24
YMR118C,YMR118C,SHH3
YMR119W,YMR119W,ASI1
YMR119W-A,YMR119W-A,YMR119W-A
YMR120C,YMR120C,ADE17
YMR121C,YMR121C,RPL15b
YMR122C,YMR122C,YMR122C
YMR123W,YMR123W,PKR1
YMR124W,YMR124W,EPO1
YMR125W,YMR125W,STO1
YMR126C,YMR126C,DLT1
YMR127C,YMR127C,SAS2
YMR128W,YMR128W,ECM16
YMR129W,YMR129W,POM152
YMR130W,YMR130W,YMR130W
YMR131C,YMR131C,RRB1
YMR132C,YMR132C,JLP2
YMR133W,YMR133W,REC114
YMR134W,YMR134W,ERG29
YMR135C,YMR135C,GID8
YMR135W-A,YMR135W-A,YMR135W-A
YMR136W,YMR136W,GAT2
YMR137C,YMR137C,PSO2
YMR138W,YMR138W,CIN4
YMR139W,YMR139W,RIM11
YMR140W,YMR140W,SIP5
YMR141C,YMR141C,YMR141C
YMR142C,YMR142C,RPL13b
YMR143W,YMR143W,RPS16a
YMR144W,YMR144W,FDO1
YMR145C,YMR145C,NDE1
YMR146C,YMR146C,TIF34
YMR147W,YMR147W,YMR147W
YMR148W,YMR148W,OSW5
YMR149W,YMR149W,SWP1
YMR150C,YMR150C,IMP1
YMR151W,YMR151W,YIM2
YMR152W,YMR152W,YIM1
YMR153C-A,YMR153C-A,YMR153C-A
YMR153W,YMR153W,NUP53
YMR154C,YMR154C,RIM13
YMR155W,YMR155W,YMR155W
YMR156C,YMR156C,TPP1
YMR157C,YMR157C,AIM36
YMR158W,YMR158W,MRPS8
YMR158W-A,Unknown,Unknown
YMR159C,YMR159C,ATG16
YMR160W,YMR160W,YMR160W
YMR161W,YMR161W,HLJ1
YMR162C,YMR162C,DNF3
YMR163C,YMR163C,INP2
YMR164C,YMR164C,MSS11
YMR165C,YMR165C,PAH1
YMR166C,YMR166C,MME1
YMR167W,YMR167W,MLH1
YMR168C,YMR168C,CEP3
YMR169C,YMR169C,ALD3
YMR170C,YMR170C,ALD2
YMR171C,YMR171C,EAR1
YMR172C-A,YMR172C-A,YMR172C-A
YMR172W,YMR172W,HOT1
YMR173W,YMR173W,DDR48
YMR173W-A,YMR173W-A,YMR173W-A
YMR174C,YMR174C,PAI3
YMR175W,YMR175W,SIP18
YMR176W,YMR176W,ECM5
YMR177W,YMR177W,MMT1
YMR178W,YMR178W,YMR178W
YMR179W,YMR179W,SPT21
YMR180C,YMR180C,CTL1
YMR181C,YMR181C,YMR181C
YMR182C,YMR182C,RGM1
YMR183C,YMR183C,SSO2
YMR184W,YMR184W,ADD37
YMR185W,YMR185W,RTP1
YMR186W,YMR186W,HSC82
YMR187C,YMR187C,YMR187C
YMR188C,YMR188C,MRPS17
YMR189W,YMR189W,GCV2
YMR190C,YMR190C,SGS1
YMR191W,YMR191W,SPG5
YMR192W,YMR192W,GYL1
YMR193C-A,YMR193C-A,YMR193C-A
YMR193W,YMR193W,MRPL24
YMR194W,YMR194W,RPL36a
YMR195W,YMR195W,ICY1
YMR196W,YMR196W,YMR196W
YMR197C,YMR197C,VTI1
YMR198W,YMR198W,CIK1
YMR199W,YMR199W,CLN1
YMR200W,YMR200W,ROT1
YMR201C,YMR201C,RAD14
YMR202W,YMR202W,ERG2
YMR203W,YMR203W,TOM40
YMR204C,YMR204C,INP1
YMR205C,YMR205C,PFK2
YMR206W,YMR206W,YMR206W
YMR207C,YMR207C,HFA1
YMR208W,YMR208W,ERG12
YMR209C,YMR209C,YMR209C
YMR210W,YMR210W,MGL2
YMR211W,YMR211W,DML1
YMR212C,YMR212C,EFR3
YMR213W,YMR213W,CEF1
YMR214W,YMR214W,SCJ1
YMR215W,YMR215W,GAS3
YMR216C,YMR216C,SKY1
YMR217W,YMR217W,GUA1
YMR218C,YMR218C,TRS130
YMR219W,YMR219W,ESC1
YMR220W,YMR220W,ERG8
YMR221C,YMR221C,FMP42
YMR222C,YMR222C,FSH2
YMR223W,YMR223W,UBP8
YMR224C,YMR224C,MRE11
YMR225C,YMR225C,MRPL44
YMR226C,YMR226C,YMR226C
YMR227C,YMR227C,TAF7
YMR228W,YMR228W,MTF1
YMR229C,YMR229C,RRP5
YMR230W,YMR230W,RPS10b
YMR231W,YMR231W,PEP5
YMR232W,YMR232W,FUS2
YMR233W,YMR233W,TRI1
YMR234W,YMR234W,RNH1
YMR235C,YMR235C,RNA1
YMR236W,YMR236W,TAF9
YMR237W,YMR237W,BCH1
YMR238W,YMR238W,DFG5
YMR239C,YMR239C,RNT1
YMR240C,YMR240C,CUS1
YMR241W,YMR241W,YHM2
YMR242C,YMR242C,RPL20a
YMR243C,YMR243C,ZRC1
YMR244C-A,YMR244C-A,COA6
YMR244W,YMR244W,YMR244W
YMR245W,YMR245W,YMR245W
YMR246W,YMR246W,FAA4
YMR247C,YMR247C,RKR1
YMR250W,YMR250W,GAD1
YMR251W,YMR251W,GTO3
YMR251W-A,YMR251W-A,HOR7
YMR252C,YMR252C,YMR252C
YMR253C,YMR253C,YMR253C
YMR254C,YMR254C,YMR254C
YMR255W,YMR255W,GFD1
YMR256C,YMR256C,COX7
YMR257C,YMR257C,PET111
YMR258C,YMR258C,ROY1
YMR259C,YMR259C,TRM732
YMR260C,YMR260C,TIF11
YMR261C,YMR261C,TPS3
YMR262W,YMR262W,YMR262W
YMR263W,YMR263W,SAP30
YMR264W,YMR264W,CUE1
YMR265C,YMR265C,YMR265C
YMR266W,YMR266W,RSN1
YMR267W,YMR267W,PPA2
YMR268C,YMR268C,PRP24
YMR269W,YMR269W,TMA23
YMR270C,YMR270C,RRN9
YMR271C,YMR271C,URA10
YMR272C,YMR272C,SCS7
YMR273C,YMR273C,ZDS1
YMR274C,YMR274C,RCE1
YMR275C,YMR275C,BUL1
YMR276W,YMR276W,DSK2
YMR277W,YMR277W,FCP1
YMR278W,YMR278W,PRM15
YMR279C,YMR279C,YMR279C
YMR280C,YMR280C,CAT8
YMR281W,YMR281W,GPI12
YMR282C,YMR282C,AEP2
YMR283C,YMR283C,RIT1
YMR284W,YMR284W,YKU70
YMR285C,YMR285C,NGL2
YMR286W,YMR286W,MRPL33
YMR287C,YMR287C,DSS1
YMR288W,YMR288W,HSH155
YMR289W,YMR289W,ABZ2
YMR290C,YMR290C,HAS1
YMR290W-A,YMR290W-A,YMR290W-A
YMR291W,YMR291W,TDA1
YMR292W,YMR292W,GOT1
YMR293C,YMR293C,HER2
YMR294W,YMR294W,JNM1
YMR294W-A,YMR294W-A,YMR294W-A
YMR295C,YMR295C,YMR295C
YMR296C,YMR296C,LCB1
YMR297W,YMR297W,PRC1
YMR298W,YMR298W,LIP1
YMR299C,YMR299C,DYN3
YMR300C,YMR300C,ADE4
YMR301C,YMR301C,ATM1
YMR302C,YMR302C,YME2
YMR303C,YMR303C,ADH2
YMR304C-A,YMR304C-A,YMR304C-A
YMR304W,YMR304W,UBP15
YMR305C,YMR305C,SCW10
YMR306C-A,YMR306C-A,YMR306C-A
YMR306W,YMR306W,FKS3
YMR307W,YMR307W,GAS1
YMR308C,YMR308C,PSE1
YMR309C,YMR309C,NIP1
YMR310C,YMR310C,YMR310C
YMR311C,YMR311C,GLC8
YMR312W,YMR312W,ELP6
YMR313C,YMR313C,TGL3
YMR314W,YMR314W,PRE5
YMR315W,YMR315W,YMR315W
YMR316C-A,YMR316C-A,YMR316C-A
YMR316C-B,YMR316C-B,YMR316C-B
YMR316W,YMR316W,DIA1
YMR317W,YMR317W,YMR317W
YMR318C,YMR318C,ADH6
YMR319C,YMR319C,FET4
YMR320W,YMR320W,YMR320W
YMR321C,YMR321C,YMR321C
YMR322C,YMR322C,SNO4
YMR323W,YMR323W,ERR3
YMR324C,YMR324C,YMR324C
YMR325W,YMR325W,PAU19
YMR326C,YMR326C,YMR326C
YNL001W,YNL001W,DOM34
YNL002C,YNL002C,RLP7
YNL003C,YNL003C,PET8
YNL004W,YNL004W,HRB1
YNL005C,YNL005C,MRP7
YNL006W,YNL006W,LST8
YNL007C,YNL007C,SIS1
YNL008C,YNL008C,ASI3
YNL009W,YNL009W,IDP3
YNL010W,YNL010W,YNL010W
YNL011C,YNL011C,YNL011C
YNL012W,YNL012W,SPO1
YNL013C,YNL013C,YNL013C
YNL014W,YNL014W,HEF3
YNL015W,YNL015W,PBI2
YNL016W,YNL016W,PUB1
YNL017C,YNL017C,YNL017C
YNL018C,YNL018C,YNL018C
YNL019C,YNL019C,YNL019C
YNL020C,YNL020C,ARK1
YNL021W,YNL021W,HDA1
YNL022C,YNL022C,RCM1
YNL023C,YNL023C,FAP1
YNL024C,YNL024C,EFM6
YNL025C,YNL025C,SSN8
YNL026W,YNL026W,SAM50
YNL027W,YNL027W,CRZ1
YNL028W,YNL028W,YNL028W
YNL029C,YNL029C,KTR5
YNL030W,YNL030W,HHF2
YNL031C,YNL031C,HHT2
YNL032W,YNL032W,SIW14
YNL033W,YNL033W,YNL033W
YNL034W,YNL034W,YNL034W
YNL035C,YNL035C,YNL035C
YNL036W,YNL036W,NCE103
YNL037C,YNL037C,IDH1
YNL038W,YNL038W,GPI15
YNL039W,YNL039W,BDP1
YNL040W,YNL040W,YNL040W
YNL041C,YNL041C,COG6
YNL042W,YNL042W,BOP3
YNL043C,YNL043C,YNL043C
YNL044W,YNL044W,YIP3
YNL045W,YNL045W,LAP2
YNL046W,YNL046W,YNL046W
YNL047C,YNL047C,SLM2
YNL048W,YNL048W,ALG11
YNL049C,YNL049C,SFB2
YNL050C,YNL050C,YNL050C
YNL051W,YNL051W,COG5
YNL052W,YNL052W,COX5a
YNL053W,YNL053W,MSG5
YNL054W,YNL054W,VAC7
YNL055C,YNL055C,POR1
YNL056W,YNL056W,OCA2
YNL057W,YNL057W,YNL057W
YNL058C,YNL058C,YNL058C
YNL059C,YNL059C,ARP5
YNL061W,YNL061W,NOP2
YNL062C,YNL062C,GCD10
YNL063W,YNL063W,MTQ1
YNL064C,YNL064C,YDJ1
YNL065W,YNL065W,AQR1
YNL066W,YNL066W,SUN4
YNL067W,YNL067W,RPL9b
YNL068C,YNL068C,FKH2
YNL069C,YNL069C,RPL16b
YNL070W,YNL070W,TOM7
YNL071W,YNL071W,LAT1
YNL072W,YNL072W,RNH201
YNL073W,YNL073W,MSK1
YNL074C,YNL074C,MLF3
YNL075W,YNL075W,IMP4
YNL076W,YNL076W,MKS1
YNL077W,YNL077W,APJ1
YNL078W,YNL078W,NIS1
YNL079C,YNL079C,TPM1
YNL080C,YNL080C,EOS1
YNL081C,YNL081C,SWS2
YNL082W,YNL082W,PMS1
YNL083W,YNL083W,SAL1
YNL084C,YNL084C,END3
YNL085W,YNL085W,MKT1
YNL086W,YNL086W,SNN1
YNL087W,YNL087W,TCB2
YNL088W,YNL088W,TOP2
YNL089C,YNL089C,YNL089C
YNL090W,YNL090W,RHO2
YNL091W,YNL091W,NST1
YNL092W,YNL092W,YNL092W
YNL093W,YNL093W,YPT53
YNL094W,YNL094W,APP1
YNL095C,YNL095C,YNL095C
YNL096C,YNL096C,RPS7b
YNL097C,YNL097C,PHO23
YNL098C,YNL098C,RAS2
YNL099C,YNL099C,OCA1
YNL100W,YNL100W,MIC27
YNL101W,YNL101W,AVT4
YNL102W,YNL102W,POL1
YNL103W,YNL103W,MET4
YNL104C,YNL104C,LEU4
YNL105W,YNL105W,YNL105W
YNL106C,YNL106C,INP52
YNL107W,YNL107W,YAF9
YNL108C,YNL108C,YNL108C
YNL109W,YNL109W,YNL109W
YNL110C,YNL110C,NOP15
YNL111C,YNL111C,CYB5
YNL112W,YNL112W,DBP2
YNL113W,YNL113W,RPC19
YNL114C,YNL114C,YNL114C
YNL115C,YNL115C,YNL115C
YNL116W,YNL116W,DMA2
YNL117W,YNL117W,MLS1
YNL118C,YNL118C,DCP2
YNL119W,YNL119W,NCS2
YNL120C,YNL120C,YNL120C
YNL121C,YNL121C,TOM70
YNL122C,YNL122C,YNL122C
YNL123W,YNL123W,NMA111
YNL124W,YNL124W,NAF1
YNL125C,YNL125C,ESBP6
YNL126W,YNL126W,SPC98
YNL127W,YNL127W,FAR11
YNL128W,YNL128W,TEP1
YNL129W,YNL129W,NRK1
YNL130C,YNL130C,CPT1
YNL131W,YNL131W,TOM22
YNL132W,YNL132W,KRE33
YNL133C,YNL133C,FYV6
YNL134C,YNL134C,YNL134C
YNL135C,YNL135C,FPR1
YNL136W,YNL136W,EAF7
YNL137C,YNL137C,NAM9
YNL138W,YNL138W,SRV2
YNL139C,YNL139C,THO2
YNL140C,YNL140C,YNL140C
YNL141W,YNL141W,AAH1
YNL142W,YNL142W,MEP2
YNL143C,YNL143C,YNL143C
YNL144C,YNL144C,YNL144C
YNL145W,YNL145W,MFA2
YNL146W,YNL146W,YNL146W
YNL147W,YNL147W,LSM7
YNL148C,YNL148C,ALF1
YNL149C,YNL149C,PGA2
YNL150W,YNL150W,YNL150W
YNL151C,YNL151C,RPC31
YNL152W,YNL152W,INN1
YNL153C,YNL153C,GIM3
YNL154C,YNL154C,YCK2
YNL155W,YNL155W,CUZ1
YNL156C,YNL156C,NSG2
YNL157W,YNL157W,IGO1
YNL158W,YNL158W,PGA1
YNL159C,YNL159C,ASI2
YNL160W,YNL160W,YGP1
YNL161W,YNL161W,CBK1
YNL162W,YNL162W,RPL42a
YNL163C,YNL163C,RIA1
YNL164C,YNL164C,IBD2
YNL165W,YNL165W,YNL165W
YNL166C,YNL166C,BNI5
YNL167C,YNL167C,SKO1
YNL168C,YNL168C,FMP41
YNL169C,YNL169C,PSD1
YNL170W,YNL170W,YNL170W
YNL171C,YNL171C,YNL171C
YNL172W,YNL172W,APC1
YNL173C,YNL173C,MDG1
YNL174W,YNL174W,YNL174W
YNL175C,YNL175C,NOP13
YNL176C,YNL176C,TDA7
YNL177C,YNL177C,MRPL22
YNL178W,YNL178W,RPS3
YNL179C,YNL179C,YNL179C
YNL180C,YNL180C,RHO5
YNL181W,YNL181W,PBR1
YNL182C,YNL182C,IPI3
YNL183C,YNL183C,NPR1
YNL184C,YNL184C,YNL184C
YNL185C,YNL185C,MRPL19
YNL186W,YNL186W,UBP10
YNL187W,YNL187W,SWT21
YNL188W,YNL188W,KAR1
YNL189W,YNL189W,SRP1
YNL190W,YNL190W,YNL190W
YNL191W,YNL191W,DUG3
YNL192W,YNL192W,CHS1
YNL193W,YNL193W,YNL193W
YNL194C,YNL194C,YNL194C
YNL195C,YNL195C,YNL195C
YNL196C,YNL196C,SLZ1
YNL197C,YNL197C,WHI3
YNL198C,YNL198C,YNL198C
YNL199C,YNL199C,GCR2
YNL200C,YNL200C,NNR1
YNL201C,YNL201C,PSY2
YNL202W,YNL202W,SPS19
YNL203C,YNL203C,YNL203C
YNL204C,YNL204C,SPS18
YNL205C,YNL205C,YNL205C
YNL206C,YNL206C,RTT106
YNL207W,YNL207W,RIO2
YNL208W,YNL208W,YNL208W
YNL209W,YNL209W,SSB2
YNL210W,YNL210W,MER1
YNL211C,YNL211C,MRX7
YNL212W,YNL212W,VID27
YNL213C,YNL213C,RRG9
YNL214W,YNL214W,PEX17
YNL215W,YNL215W,IES2
YNL216W,YNL216W,RAP1
YNL217W,YNL217W,YNL217W
YNL218W,YNL218W,MGS1
YNL219C,YNL219C,ALG9
