Inserted List,,ORF Name,Gene Name
YPR014C,,YPR014C,YPR014C
YPR015C,,YPR015C,YPR015C
TIF6,,YPR016C,TIF6
YPR016W-A,,YPR016W-A,YPR016W-A
DSS4,,YPR017C,DSS4
RLF2,,YPR018W,RLF2
MCM4,,YPR019W,MCM4
ATP20,,YPR020W,ATP20
AGC1,,YPR021C,AGC1
SDD4,,YPR022C,SDD4
EAF3,,YPR023C,EAF3
YME1,,YPR024W,YME1
CCL1,,YPR025C,CCL1
ATH1,,YPR026W,ATH1
YPR027C,,YPR027C,YPR027C
YOP1,,YPR028W,YOP1
APL4,,YPR029C,APL4
CSR2,,YPR030W,CSR2
NTO1,,YPR031W,NTO1
SRO7,,YPR032W,SRO7
HTS1,,YPR033C,HTS1
ARP7,,YPR034W,ARP7
GLN1,,YPR035W,GLN1
VMA13,,YPR036W,VMA13
ERV2,,YPR037C,ERV2
YPR038W,,YPR038W,YPR038W
YPR039W,,YPR039W,YPR039W
TIP41,,YPR040W,TIP41
TIF5,,YPR041W,TIF5
PUF2,,YPR042C,PUF2
RPL43a,,YPR043W,RPL43a
YPR044C,,YPR044C,YPR044C
THP3,,YPR045C,THP3
MCM16,,YPR046W,MCM16
MSF1,,YPR047W,MSF1
TAH18,,YPR048W,TAH18
ATG11,,YPR049C,ATG11
YPR050C,,YPR050C,YPR050C
MAK3,,YPR051W,MAK3
NHP6a,,YPR052C,NHP6a
YPR053C,,YPR053C,YPR053C
SMK1,,YPR054W,SMK1
SEC8,,YPR055W,SEC8
TFB4,,YPR056W,TFB4
BRR1,,YPR057W,BRR1
YMC1,,YPR058W,YMC1
YPR059C,,YPR059C,YPR059C
ARO7,,YPR060C,ARO7
JID1,,YPR061C,JID1
FCY1,,YPR062W,FCY1
YPR063C,,YPR063C,YPR063C
YPR064W,,YPR064W,YPR064W
ROX1,,YPR065W,ROX1
UBA3,,YPR066W,UBA3
ISA2,,YPR067W,ISA2
HOS1,,YPR068C,HOS1
SPE3,,YPR069C,SPE3
MED1,,YPR070W,MED1
YPR071W,,YPR071W,YPR071W
NOT5,,YPR072W,NOT5
LTP1,,YPR073C,LTP1
TKL1,,YPR074C,TKL1
YPR074W-A,,YPR074W-A,YPR074W-A
OPY2,,YPR075C,OPY2
YPR076W,,YPR076W,YPR076W
YPR077C,,YPR077C,YPR077C
YPR078C,,YPR078C,YPR078C
MRL1,,YPR079W,MRL1
TEF1,,YPR080W,TEF1
GRS2,,YPR081C,GRS2
DIB1,,YPR082C,DIB1
MDM36,,YPR083W,MDM36
YPR084W,,YPR084W,YPR084W
ASA1,,YPR085C,ASA1
SUA7,,YPR086W,SUA7
VPS69,,YPR087W,VPS69
SRP54,,YPR088C,SRP54
YPR089W,,YPR089W,YPR089W
YPR090W,,YPR090W,YPR090W
NVJ2,,YPR091C,NVJ2
YPR092W,,YPR092W,YPR092W
ASR1,,YPR093C,ASR1
RDS3,,YPR094W,RDS3
SYT1,,YPR095C,SYT1
YPR096C,,YPR096C,YPR096C
YPR097W,,YPR097W,YPR097W
YPR098C,,YPR098C,YPR098C
YPR099C,,YPR099C,YPR099C
MRPL51,,YPR100W,MRPL51
SNT309,,YPR101W,SNT309
RPL11a,,YPR102C,RPL11a
PRE2,,YPR103W,PRE2
FHL1,,YPR104C,FHL1
COG4,,YPR105C,COG4
ISR1,,YPR106W,ISR1
YTH1,,YPR107C,YTH1
RPN7,,YPR108W,RPN7
YPR109W,,YPR109W,YPR109W
RPC40,,YPR110C,RPC40
DBF20,,YPR111W,DBF20
MRD1,,YPR112C,MRD1
PIS1,,YPR113W,PIS1
YPR114W,,YPR114W,YPR114W
RGC1,,YPR115W,RGC1
RRG8,,YPR116W,RRG8
YPR117W,,YPR117W,YPR117W
MRI1,,YPR118W,MRI1
CLB2,,YPR119W,CLB2
CLB5,,YPR120C,CLB5
THI22,,YPR121W,THI22
AXL1,,YPR122W,AXL1
YPR123C,,YPR123C,YPR123C
CTR1,,YPR124W,CTR1
YLH47,,YPR125W,YLH47
YPR126C,,YPR126C,YPR126C
YPR127W,,YPR127W,YPR127W
ANT1,,YPR128C,ANT1
SCD6,,YPR129W,SCD6
YPR130C,,YPR130C,YPR130C
NAT3,,YPR131C,NAT3
RPS23b,,YPR132W,RPS23b
SPN1,,YPR133C,SPN1
TOM5,,YPR133W-A,TOM5
MSS18,,YPR134W,MSS18
CTF4,,YPR135W,CTF4
YPR136C,,YPR136C,YPR136C
RRP9,,YPR137W,RRP9
MEP3,,YPR138C,MEP3
LOA1,,YPR139C,LOA1
TAZ1,,YPR140W,TAZ1
KAR3,,YPR141C,KAR3
YPR142C,,YPR142C,YPR142C
RRP15,,YPR143W,RRP15
NOC4,,YPR144C,NOC4
ASN1,,YPR145W,ASN1
YPR146C,,YPR146C,YPR146C
YPR147C,,YPR147C,YPR147C
YPR148C,,YPR148C,YPR148C
NCE102,,YPR149W,NCE102
YPR150W,,YPR150W,YPR150W
SUE1,,YPR151C,SUE1
URN1,,YPR152C,URN1
MAY24,,YPR153W,MAY24
PIN3,,YPR154W,PIN3
NCA2,,YPR155C,NCA2
TPO3,,YPR156C,TPO3
TDA6,,YPR157W,TDA6
CUR1,,YPR158W,CUR1
KRE6,,YPR159W,KRE6
GPH1,,YPR160W,GPH1
SGV1,,YPR161C,SGV1
ORC4,,YPR162C,ORC4
TIF3,,YPR163C,TIF3
MMS1,,YPR164W,MMS1
RHO1,,YPR165W,RHO1
MRP2,,YPR166C,MRP2
MET16,,YPR167C,MET16
NUT2,,YPR168W,NUT2
JIP5,,YPR169W,JIP5
YPR170C,,YPR170C,YPR170C
BSP1,,YPR171W,BSP1
YPR172W,,YPR172W,YPR172W
VPS4,,YPR173C,VPS4
YPR174C,,YPR174C,YPR174C
DPB2,,YPR175W,DPB2
BET2,,YPR176C,BET2
YPR177C,,YPR177C,YPR177C
PRP4,,YPR178W,PRP4
HDA3,,YPR179C,HDA3
AOS1,,YPR180W,AOS1
SEC23,,YPR181C,SEC23
SMX3,,YPR182W,SMX3
DPM1,,YPR183W,DPM1
GDB1,,YPR184W,GDB1
ATG13,,YPR185W,ATG13
PZF1,,YPR186C,PZF1
RPO26,,YPR187W,RPO26
MLC2,,YPR188C,MLC2
SKI3,,YPR189W,SKI3
RPC82,,YPR190C,RPC82
QCR2,,YPR191W,QCR2
AQY1,,YPR192W,AQY1
HPA2,,YPR193C,HPA2
OPT2,,YPR194C,OPT2
YPR195C,,YPR195C,YPR195C
YPR196W,,YPR196W,YPR196W
YPR197C,,YPR197C,YPR197C
SGE1,,YPR198W,SGE1
ARR1,,YPR199C,ARR1
ARR2,,YPR200C,ARR2
ARR3,,YPR201W,ARR3
YPR202W,,YPR202W,YPR202W
YPR203W,,YPR203W,YPR203W
Q0010,,Q0010,Q0010
Q0017,,Q0017,Q0017
Q0032,,Q0032,Q0032
COX1,,Q0045,COX1
AI1,,Q0050,AI1
AI2,,Q0055,AI2
AI3,,Q0060,AI3
AI4,,Q0065,AI4
AI5_ALPHa,,Q0070,AI5_ALPHa
AI5_BETa,,Q0075,AI5_BETa
ATP8,,Q0080,ATP8
HED1,,YDR014W-A,HED1
HRA1,,HRA1,HRA1
REP1,,REP1,REP1
SNR161,,snR161,SNR161
SNR80,,snR80,SNR80
SNR81,,snR81,SNR81
SNR82,,snR82,SNR82
SNR84,,snR84,SNR84
SNR86,,snR86,SNR86
SNR87,,snR87,SNR87
ATP6,,Q0085,ATP6
Q0092,,Q0092,Q0092
COb,,Q0105,COb
BI2,,Q0110,BI2
BI3,,Q0115,BI3
BI4,,Q0120,BI4
OLI1,,Q0130,OLI1
VAR1,,Q0140,VAR1
Q0142,,Q0142,Q0142
SCEi,,Q0160,SCEi
Q0182,,Q0182,Q0182
COX2,,Q0250,COX2
Q0255,,Q0255,Q0255
COX3,,Q0275,COX3
Q0297,,Q0297,Q0297
GDH3,,YAL062W,GDH3
BDH2,,YAL061W,BDH2
BDH1,,YAL060W,BDH1
ECM1,,YAL059W,ECM1
CNE1,,YAL058W,CNE1
YAL056C-A,,YAL056C-A,YAL056C-A
GPB2,,YAL056W,GPB2
PEX22,,YAL055W,PEX22
ACS1,,YAL054C,ACS1
FLC2,,YAL053W,FLC2
OAF1,,YAL051W,OAF1
AIM2,,YAL049C,AIM2
GEM1,,YAL048C,GEM1
SPC72,,YAL047C,SPC72
BOL3,,YAL046C,BOL3
YAL045C,,YAL045C,YAL045C
BOL1,,YAL044W-A,BOL1
GCV3,,YAL044C,GCV3
PTA1,,YAL043C,PTA1
ERV46,,YAL042W,ERV46
CDC24,,YAL041W,CDC24
CLN3,,YAL040C,CLN3
CYC3,,YAL039C,CYC3
CDC19,,YAL038W,CDC19
YAL037W,,YAL037W,YAL037W
RBG1,,YAL036C,RBG1
FUN12,,YAL035W,FUN12
YAL034C-B,,YAL034C-B,YAL034C-B
MTW1,,YAL034W-A,MTW1
FUN19,,YAL034C,FUN19
POP5,,YAL033W,POP5
PRP45,,YAL032C,PRP45
GIP4,,YAL031C,GIP4
SNC1,,YAL030W,SNC1
MYO4,,YAL029C,MYO4
FRT2,,YAL028W,FRT2
SAW1,,YAL027W,SAW1
DRS2,,YAL026C,DRS2
MAK16,,YAL025C,MAK16
LTE1,,YAL024C,LTE1
PMT2,,YAL023C,PMT2
FUN26,,YAL022C,FUN26
CCR4,,YAL021C,CCR4
ATS1,,YAL020C,ATS1
FUN30,,YAL019W,FUN30
LDS1,,YAL018C,LDS1
PSK1,,YAL017W,PSK1
TPD3,,YAL016W,TPD3
NTG1,,YAL015C,NTG1
SYN8,,YAL014C,SYN8
DEP1,,YAL013W,DEP1
CYS3,,YAL012W,CYS3
SWC3,,YAL011W,SWC3
MDM10,,YAL010C,MDM10
SPO7,,YAL009W,SPO7
FUN14,,YAL008W,FUN14
ERP2,,YAL007C,ERP2
SSA1,,YAL005C,SSA1
YAL004W,,YAL004W,YAL004W
EFB1,,YAL003W,EFB1
VPS8,,YAL002W,VPS8
TFC3,,YAL001C,TFC3
NUP60,,YAR002W,NUP60
ERP1,,YAR002C-A,ERP1
SWD1,,YAR003W,SWD1
RFA1,,YAR007C,RFA1
SEN34,,YAR008W,SEN34
BUD14,,YAR014C,BUD14
ADE1,,YAR015W,ADE1
KIN3,,YAR018C,KIN3
CDC15,,YAR019C,CDC15
PAU7,,YAR020C,PAU7
YAR023C,,YAR023C,YAR023C
UIP3,,YAR027W,UIP3
YAR028W,,YAR028W,YAR028W
YAR029W,,YAR029W,YAR029W
YAR030C,,YAR030C,YAR030C
PRM9,,YAR031W,PRM9
MST28,,YAR033W,MST28
YAT1,,YAR035W,YAT1
SWH1,,YAR042W,SWH1
OSH1,,YAR044W,OSH1
YAR047C,,YAR047C,YAR047C
FLO1,,YAR050W,FLO1
YAR053W,,YAR053W,YAR053W
YAR060C,,YAR060C,YAR060C
YAR061W,,YAR061W,YAR061W
YAR062W,,YAR062W,YAR062W
YAR064W,,YAR064W,YAR064W
YAR066W,,YAR066W,YAR066W
YAR068W,,YAR068W,YAR068W
YAR069C,,YAR069C,YAR069C
YAR070C,,YAR070C,YAR070C
PHO11,,YAR071W,PHO11
IMD1,,YAR073W,IMD1
YAR075W,,YAR075W,YAR075W
YBL113C,,YBL113C,YBL113C
YBL112C,,YBL112C,YBL112C
YBL111C,,YBL111C,YBL111C
YBL109W,,YBL109W,YBL109W
PAU9,,YBL108C-A,PAU9
YBL108W,,YBL108W,YBL108W
YBL107W-A,,YBL107W-A,YBL107W-A
MIX23,,YBL107C,MIX23
SRO77,,YBL106C,SRO77
PKC1,,YBL105C,PKC1
SEA4,,YBL104C,SEA4
RTG3,,YBL103C,RTG3
SFT2,,YBL102W,SFT2
ECM21,,YBL101C,ECM21
YBL100C,,YBL100C,YBL100C
ATP1,,YBL099W,ATP1
BNA4,,YBL098W,BNA4
BRN1,,YBL097W,BRN1
YBL096C,,YBL096C,YBL096C
MRX3,,YBL095W,MRX3
YBL094C,,YBL094C,YBL094C
ROX3,,YBL093C,ROX3
RPL32,,YBL092W,RPL32
SCS22,,YBL091C-A,SCS22
MAP2,,YBL091C,MAP2
MRP21,,YBL090W,MRP21
AVT5,,YBL089W,AVT5
TEL1,,YBL088C,TEL1
RPL23a,,YBL087C,RPL23a
YBL086C,,YBL086C,YBL086C
BOI1,,YBL085W,BOI1
CDC27,,YBL084C,CDC27
YBL083C,,YBL083C,YBL083C
ALG3,,YBL082C,ALG3
YBL081W,,YBL081W,YBL081W
PET112,,YBL080C,PET112
NUP170,,YBL079W,NUP170
ATG8,,YBL078C,ATG8
YBL077W,,YBL077W,YBL077W
ILS1,,YBL076C,ILS1
SSA3,,YBL075C,SSA3
AAR2,,YBL074C,AAR2
YBL073W,,YBL073W,YBL073W
RPS8a,,YBL072C,RPS8a
KTI11,,YBL071W-A,KTI11
YBL071C,,YBL071C,YBL071C
YBL070C,,YBL070C,YBL070C
AST1,,YBL069W,AST1
PRS4,,YBL068W,PRS4
UBP13,,YBL067C,UBP13
SEF1,,YBL066C,SEF1
YBL065W,,YBL065W,YBL065W
PRX1,,YBL064C,PRX1
KIP1,,YBL063W,KIP1
YBL062W,,YBL062W,YBL062W
SKT5,,YBL061C,SKT5
YEL1,,YBL060W,YEL1
CMC2,,YBL059C-A,CMC2
YBL059W,,YBL059W,YBL059W
SHP1,,YBL058W,SHP1
PTH2,,YBL057C,PTH2
PTC3,,YBL056W,PTC3
YBL055C,,YBL055C,YBL055C
TOD6,,YBL054W,TOD6
YBL053W,,YBL053W,YBL053W
SAS3,,YBL052C,SAS3
PIN4,,YBL051C,PIN4
SEC17,,YBL050W,SEC17
MOH1,,YBL049W,MOH1
YBL048W,,YBL048W,YBL048W
EDE1,,YBL047C,EDE1
PSY4,,YBL046W,PSY4
COR1,,YBL045C,COR1
YBL044W,,YBL044W,YBL044W
ECM13,,YBL043W,ECM13
FUI1,,YBL042C,FUI1
PRE7,,YBL041W,PRE7
ERD2,,YBL040C,ERD2
URA7,,YBL039C,URA7
MRPL16,,YBL038W,MRPL16
APL3,,YBL037W,APL3
YBL036C,,YBL036C,YBL036C
POL12,,YBL035C,POL12
STU1,,YBL034C,STU1
RIB1,,YBL033C,RIB1
HEK2,,YBL032W,HEK2
SHE1,,YBL031W,SHE1
PET9,,YBL030C,PET9
YBL029C-A,,YBL029C-A,YBL029C-A
YBL029W,,YBL029W,YBL029W
YBL028C,,YBL028C,YBL028C
RPL19b,,YBL027W,RPL19b
LSM2,,YBL026W,LSM2
RRN10,,YBL025W,RRN10
NCL1,,YBL024W,NCL1
MCM2,,YBL023C,MCM2
PIM1,,YBL022C,PIM1
HAP3,,YBL021C,HAP3
RFT1,,YBL020W,RFT1
APN2,,YBL019W,APN2
POP8,,YBL018C,POP8
PEP1,,YBL017C,PEP1
FUS3,,YBL016W,FUS3
ACH1,,YBL015W,ACH1
RRN6,,YBL014C,RRN6
FMT1,,YBL013W,FMT1
YBL012C,,YBL012C,YBL012C
SCT1,,YBL011W,SCT1
YBL010C,,YBL010C,YBL010C
ALK2,,YBL009W,ALK2
HIR1,,YBL008W,HIR1
SLA1,,YBL007C,SLA1
LDB7,,YBL006C,LDB7
PDR3,,YBL005W,PDR3
UTP20,,YBL004W,UTP20
HTA2,,YBL003C,HTA2
HTB2,,YBL002W,HTB2
ECM15,,YBL001C,ECM15
NTH2,,YBR001C,NTH2
RER2,,YBR002C,RER2
COQ1,,YBR003W,COQ1
GPI18,,YBR004C,GPI18
RCR1,,YBR005W,RCR1
UGA2,,YBR006W,UGA2
DSF2,,YBR007C,DSF2
FLR1,,YBR008C,FLR1
HHF1,,YBR009C,HHF1
HHT1,,YBR010W,HHT1
IPP1,,YBR011C,IPP1
YBR012C,,YBR012C,YBR012C
YBR013C,,YBR013C,YBR013C
GRX7,,YBR014C,GRX7
MNN2,,YBR015C,MNN2
YBR016W,,YBR016W,YBR016W
KAP104,,YBR017C,KAP104
GAL7,,YBR018C,GAL7
GAL10,,YBR019C,GAL10
GAL1,,YBR020W,GAL1
FUR4,,YBR021W,FUR4
POA1,,YBR022W,POA1
CHS3,,YBR023C,CHS3
SCO2,,YBR024W,SCO2
OLA1,,YBR025C,OLA1
ETR1,,YBR026C,ETR1
YBR027C,,YBR027C,YBR027C
YPK3,,YBR028C,YPK3
CDS1,,YBR029C,CDS1
RKM3,,YBR030W,RKM3
RPL4a,,YBR031W,RPL4a
YBR032W,,YBR032W,YBR032W
EDS1,,YBR033W,EDS1
HMT1,,YBR034C,HMT1
PDX3,,YBR035C,PDX3
CSG2,,YBR036C,CSG2
SCO1,,YBR037C,SCO1
CHS2,,YBR038W,CHS2
ATP3,,YBR039W,ATP3
FIG1,,YBR040W,FIG1
FAT1,,YBR041W,FAT1
CST26,,YBR042C,CST26
QDR3,,YBR043C,QDR3
TCM62,,YBR044C,TCM62
GIP1,,YBR045C,GIP1
ZTA1,,YBR046C,ZTA1
FMP23,,YBR047W,FMP23
RPS11b,,YBR048W,RPS11b
REB1,,YBR049C,REB1
REG2,,YBR050C,REG2
YBR051W,,YBR051W,YBR051W
RFS1,,YBR052C,RFS1
YBR053C,,YBR053C,YBR053C
YRO2,,YBR054W,YRO2
PRP6,,YBR055C,PRP6
YBR056W,,YBR056W,YBR056W
MUM2,,YBR057C,MUM2
UBP14,,YBR058C,UBP14
TSC3,,YBR058C-A,TSC3
AKL1,,YBR059C,AKL1
ORC2,,YBR060C,ORC2
TRM7,,YBR061C,TRM7
YBR062C,,YBR062C,YBR062C
YBR063C,,YBR063C,YBR063C
YBR064W,,YBR064W,YBR064W
ECM2,,YBR065C,ECM2
NRG2,,YBR066C,NRG2
TIP1,,YBR067C,TIP1
BAP2,,YBR068C,BAP2
TAT1,,YBR069C,TAT1
ALG14,,YBR070C,ALG14
YBR071W,,YBR071W,YBR071W
HSP26,,YBR072W,HSP26
RDH54,,YBR073W,RDH54
PFF1,,YBR074W,PFF1
YBR075W,,YBR075W,YBR075W
ECM8,,YBR076W,ECM8
SLM4,,YBR077C,SLM4
ECM33,,YBR078W,ECM33
RPG1,,YBR079C,RPG1
SEC18,,YBR080C,SEC18
SPT7,,YBR081C,SPT7
UBC4,,YBR082C,UBC4
TEC1,,YBR083W,TEC1
MIS1,,YBR084W,MIS1
RPL19a,,YBR084C-A,RPL19a
AAC3,,YBR085W,AAC3
YBR085C-A,,YBR085C-A,YBR085C-A
IST2,,YBR086C,IST2
RFC5,,YBR087W,RFC5
POL30,,YBR088C,POL30
KHA1,,YJL094C,KHA1
TOK1,,YJL093C,TOK1
SRS2,,YJL092W,SRS2
GWT1,,YJL091C,GWT1
DPB11,,YJL090C,DPB11
SIP4,,YJL089W,SIP4
ARG3,,YJL088W,ARG3
TRL1,,YJL087C,TRL1
YJL086C,,YJL086C,YJL086C
EXO70,,YJL085W,EXO70
ALY2,,YJL084C,ALY2
TAX4,,YJL083W,TAX4
IML2,,YJL082W,IML2
ARP4,,YJL081C,ARP4
SCP160,,YJL080C,SCP160
PRY1,,YJL079C,PRY1
PRY3,,YJL078C,PRY3
ICS3,,YJL077C,ICS3
NET1,,YJL076W,NET1
YJL075C,,YJL075C,YJL075C
SMC3,,YJL074C,SMC3
JEM1,,YJL073W,JEM1
PSF2,,YJL072C,PSF2
ARG2,,YJL071W,ARG2
YJL070C,,YJL070C,YJL070C
UTP18,,YJL069C,UTP18
YJL068C,,YJL068C,YJL068C
YJL067W,,YJL067W,YJL067W
MPM1,,YJL066C,MPM1
DLS1,,YJL065C,DLS1
YJL064W,,YJL064W,YJL064W
MRPL8,,YJL063C,MRPL8
COA3,,YJL062W-A,COA3
LAS21,,YJL062W,LAS21
NUP82,,YJL061W,NUP82
BNA3,,YJL060W,BNA3
YHC3,,YJL059W,YHC3
BIT61,,YJL058C,BIT61
IKS1,,YJL057C,IKS1
ZAP1,,YJL056C,ZAP1
YJL055W,,YJL055W,YJL055W
TIM54,,YJL054W,TIM54
PEP8,,YJL053W,PEP8
YJL052C-A,,YJL052C-A,YJL052C-A
TDH1,,YJL052W,TDH1
IRC8,,YJL051W,IRC8
MTR4,,YJL050W,MTR4
CHM7,,YJL049W,CHM7
UBX6,,YJL048C,UBX6
RTT101,,YJL047C,RTT101
AIM22,,YJL046W,AIM22
YJL045W,,YJL045W,YJL045W
GYP6,,YJL044C,GYP6
YJL043W,,YJL043W,YJL043W
MHP1,,YJL042W,MHP1
NSP1,,YJL041W,NSP1
NUP192,,YJL039C,NUP192
LOH1,,YJL038C,LOH1
IRC18,,YJL037W,IRC18
SNX4,,YJL036W,SNX4
TAD2,,YJL035C,TAD2
KAR2,,YJL034W,KAR2
HCA4,,YJL033W,HCA4
YJL032W,,YJL032W,YJL032W
BET4,,YJL031C,BET4
MAD2,,YJL030W,MAD2
VPS53,,YJL029C,VPS53
ECM19,,YLR390W,ECM19
NFT1,,YKR103W,NFT1
YKR104W,,YKR104W,YKR104W
YLL017W,,YLL017W,YLL017W
SDC25,,YLL016W,SDC25
YPL276W,,YPL276W,YPL276W
FDH2,,YPL275W,FDH2
YPR204W,,YPR204W,YPR204W
YAR009C,,YAR009C,YAR009C
YAL067W-A,,YAL067W-A,YAL067W-A
YBR182C-A,,YBR182C-A,YBR182C-A
YBR196C-A,,YBR196C-A,YBR196C-A
YBR200W-A,,YBR200W-A,YBR200W-A
YBR219C,,YBR219C,YBR219C
YBR230W-A,,YBR230W-A,YBR230W-A
YCL019W,,YCL019W,YCL019W
YBR298C-A,,YBR298C-A,YBR298C-A
YBR296C-A,,YBR296C-A,YBR296C-A
YCL074W,,YCL074W,YCL074W
YCL075W,,YCL075W,YCL075W
YCL012C,,YCL012C,YCL012C
YCR024C-B,,YCR024C-B,YCR024C-B
EGO2,,YCR075W-A,EGO2
YCR108C,,YCR108C,YCR108C
YDR003W-A,,YDR003W-A,YDR003W-A
YDR034C-D,,YDR034C-D,YDR034C-D
MHF2,,YDL160C-A,MHF2
YBL005W-B,,YBL005W-B,YBL005W-B
PCC1,,YKR095W-A,PCC1
SNR19,,snR19,SNR19
YDR034C-C,,YDR034C-C,YDR034C-C
YDR098C-B,,YDR098C-B,YDR098C-B
YDR098C-A,,YDR098C-A,YDR098C-A
SNR17b,,snR17b,SNR17b
TRR4,,tR(CCG)L,TRR4
YDR170W-A,,YDR170W-A,YDR170W-A
YDR169C-A,,YDR169C-A,YDR169C-A
YDR182W-A,,YDR182W-A,YDR182W-A
YDR210C-C,,YDR210C-C,YDR210C-C
YDR210W-A,,YDR210W-A,YDR210W-A
CSH1,,YBR161W,CSH1
YDR246W-A,,YDR246W-A,YDR246W-A
YDR261C-C,,YDR261C-C,YDR261C-C
YDR316W-B,,YDR316W-B,YDR316W-B
YDR316W-A,,YDR316W-A,YDR316W-A
YDR365W-B,,YDR365W-B,YDR365W-B
YDR365W-A,,YDR365W-A,YDR365W-A
YDR524W-A,,YDR524W-A,YDR524W-A
LYS20,,YDL182W,LYS20
YDR524C-B,,YDR524C-B,YDR524C-B
YER160C,,YER160C,YER160C
YEL076C,,YEL076C,YEL076C
IMP2',,YIL154C,IMP2'
YEL076C-A,,YEL076C-A,YEL076C-A
YER053C-A,,YER053C-A,YER053C-A
YER078W-A,,YER078W-A,YER078W-A
YER138C,,YER138C,YER138C
YER137C-A,,YER137C-A,YER137C-A
YER159C-A,,YER159C-A,YER159C-A
YER175W-A,,YER175W-A,YER175W-A
YER188C-A,,YER188C-A,YER188C-A
YFL002W-A,,YFL002W-A,YFL002W-A
YGR161C-D,,YGR161C-D,YGR161C-D
YFL041W-A,,YFL041W-A,YFL041W-A
YGL007C-A,,YGL007C-A,YGL007C-A
YFR032C-B,,YFR032C-B,YFR032C-B
SNR17a,,snR17a,SNR17a
YGL006W-A,,YGL006W-A,YGL006W-A
YGR027W-B,,YGR027W-B,YGR027W-B
YGR038C-A,,YGR038C-A,YGR038C-A
YGL188C-A,,YGL188C-A,YGL188C-A
SOE1,,tE(UUC)G1,SOE1
YGR038C-B,,YGR038C-B,YGR038C-B
SNR190,,snR190,SNR190
YAR010C,,YAR010C,YAR010C
TLC1,,TER1,TLC1
YGR027W-A,,YGR027W-A,YGR027W-A
YGR035W-A,,YGR035W-A,YGR035W-A
YGR109W-B,,YGR109W-B,YGR109W-B
YGR109W-A,,YGR109W-A,YGR109W-A
YGR121W-A,,YGR121W-A,YGR121W-A
YGR146C-A,,YGR146C-A,YGR146C-A
YGR161C-C,,YGR161C-C,YGR161C-C
LSO2,,YGR169C-A,LSO2
YGR204C-A,,YGR204C-A,YGR204C-A
HSX1,,tR(CCU)J,HSX1
SUF10,,tP(AGG)N,SUF10
YGR240C-A,,YGR240C-A,YGR240C-A
YHL009W-B,,YHL009W-B,YHL009W-B
YHL048C-A,,YHL048C-A,YHL048C-A
YHL015W-A,,YHL015W-A,YHL015W-A
YHL009W-A,,YHL009W-A,YHL009W-A
SNR11,,snR11,SNR11
YHR007C-A,,YHR007C-A,YHR007C-A
YHR022C-A,,YHR022C-A,YHR022C-A
RDN5-6,,RDN5,RDN5-6
YHR050W-A,,YHR050W-A,YHR050W-A
IMT2,,tM(CAU)P,IMT2
YHR086W-A,,YHR086W-A,YHR086W-A
NBL1,,YHR199C-A,NBL1
YHR212W-A,,YHR212W-A,YHR212W-A
YHR213W-A,,YHR213W-A,YHR213W-A
YIR021W-A,,YIR021W-A,YIR021W-A
YIL171W,,YIL171W,YIL171W
YIL134C-A,,YIL134C-A,YIL134C-A
YJL136W-A,,YJL136W-A,YJL136W-A
YIL080W,,YIL080W,YIL080W
YIL082W-A,,YIL082W-A,YIL082W-A
YIL046W-A,,YIL046W-A,YIL046W-A
YIL002W-A,,YIL002W-A,YIL002W-A
YIR018C-A,,YIR018C-A,YIR018C-A
YJR027W,,YJR027W,YJR027W
YJR028W,,YJR028W,YJR028W
YJL133C-A,,YJL133C-A,YJL133C-A
YJL127C-B,,YJL127C-B,YJL127C-B
YJL113W,,YJL113W,YJL113W
YJL114W,,YJL114W,YJL114W
LSO1,,YJR005C-A,LSO1
IMT1,,tM(CAU)O1,IMT1
YJR026W,,YJR026W,YJR026W
YLR157W-C,,YLR157W-C,YLR157W-C
YJR112W-A,,YJR112W-A,YJR112W-A
YJR151W-A,,YJR151W-A,YJR151W-A
STA1,,DEX2,STA1
YLR157C-B,,YLR157C-B,YLR157C-B
YKL183C-A,,YKL183C-A,YKL183C-A
YKL096C-B,,YKL096C-B,YKL096C-B
SNR14,,snR14,SNR14
YKL068W-A,,YKL068W-A,YKL068W-A
KHS1,,KHS1,KHS1
LYS21,,YDL131W,LYS21
YLL006W-A,,YLL006W-A,YLL006W-A
YLL066W-B,,YLL066W-B,YLL066W-B
YLR154W-E,,YLR154W-E,YLR154W-E
YLR154W-F,,YLR154W-F,YLR154W-F
YLR035C-A,,YLR035C-A,YLR035C-A
TAR1,,YLR154W-C,TAR1
YLR154W-B,,YLR154W-B,YLR154W-B
HSK3,,YKL138C-A,HSK3
YLR154C-H,,YLR154C-H,YLR154C-H
YLR154C-G,,YLR154C-G,YLR154C-G
YLR157C-A,,YLR157C-A,YLR157C-A
RRT15,,YLR162W-A,RRT15
YLR227W-B,,YLR227W-B,YLR227W-B
CDC65,,tQ(CUG)M,CDC65
YLR227W-A,,YLR227W-A,YLR227W-A
YLR256W-A,,YLR256W-A,YLR256W-A
YLR264C-A,,YLR264C-A,YLR264C-A
YLR285C-A,,YLR285C-A,YLR285C-A
SNR189,,snR189,SNR189
YLR307C-A,,YLR307C-A,YLR307C-A
YLR312C-B,,YLR312C-B,YLR312C-B
NME1,,RRP2,NME1
YLR342W-A,,YLR342W-A,YLR342W-A
YLR361C-A,,YLR361C-A,YLR361C-A
EMT5,,tM(CAU)J1,EMT5
EMT3,,tM(CAU)J2,EMT3
YLR406C-A,,YLR406C-A,YLR406C-A
